"Tumor_T3" "Tumor_T4" "Tumor_T5" "HT1376_1" "HT1376_2" "RT4_1" "RT4_2" "SCABER_1" "SCABER_2" "SW780_1" "SW780_2" "Tumor_T1"
"ENSG00000009335.13" 23.52 14.03 16.67 19.67 9.33 51.96 49.99 65.33 74.95 8.13 6.83 13.95
"ENSG00000009413.11" 30.61 5.22 8.47 1.32 2.03 12.16 10.52 17.12 22.86 1.8 0.7 6.33
"ENSG00000009694.9" 0.33 0.55 0.03 0.01 0.01 0 0.25 0 0.02 0 0 0
"ENSG00000009709.7" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000009724.12" 0 0 0 0 0 1.27 1.85 0.93 1.45 0.15 0.04 0.5
"ENSG00000009765.10" 0.58 0.01 0 0 0 0.02 0.77 0.01 0 0 0 1.39
"ENSG00000009780.11" 4.83 3.05 2.58 5.54 4.83 6.17 7.79 10.42 14.35 1.99 2.2 2.29
"ENSG00000009790.10" 7.92 5.23 7.8 1.96 1.67 2.92 3.9 4.46 6.59 2.11 3.03 1.04
"ENSG00000009830.7" 6.29 4.54 4.63 3.78 3.22 13.8 28.36 15.29 40.48 1.13 2.19 5.25
"ENSG00000009844.11" 10.72 6.25 6.77 54.14 31.92 43.87 36.65 57.31 63.38 14.97 10.82 6.48
"ENSG00000009950.11" 0.07 1.24 0 0.3 0.05 2.95 2.09 8.09 1.42 0.75 0.43 0.03
"ENSG00000009954.6" 20.05 12.9 19.74 12 47.46 60.77 53.43 50.32 51.92 12.1 21.53 10.92
"ENSG00000010017.9" 17.31 11.66 15.62 11.38 8.34 49.96 52.74 35.37 47.48 8.97 7.29 4.23
"ENSG00000010030.9" 1.87 6.26 13.08 1.49 1.64 1.76 0.44 4.41 0.67 9.91 11.86 0.29
"ENSG00000010072.11" 4.32 5.1 3.08 5.38 4.16 8.96 14.87 15.86 22.16 3.55 2.54 2.15
"ENSG00000010165.15" 6.04 7.21 5.61 20.87 18.23 18.12 22.07 21.34 22.44 7.8 6.7 6.6
"ENSG00000010219.9" 9.86 2.89 11.63 1.76 3.32 52.91 25.39 23.77 21.66 5.49 6.9 1.76
"ENSG00000010244.12" 63.96 50.01 57.6 89.11 70.22 253.57 210.47 138.35 172.72 49.63 50.4 22.78
"ENSG00000010256.6" 43.22 25.69 43.32 491.95 433.26 190.05 153.98 159.17 154.39 217.61 182.19 13.73
"ENSG00000010270.9" 12.19 4.38 8.31 21.01 11.26 32.75 23.08 40.77 38.91 20.49 10.81 2.02
"ENSG00000010278.7" 119.87 20.33 28.94 551.53 356.5 744.26 654.09 590.38 348.02 380.87 254.76 26.42
"ENSG00000010282.10" 0 0.03 0 0 0 0 0.05 0 0 0 0 0
"ENSG00000010292.8" 6.25 9.69 41.89 9.51 10.22 34.22 94.21 81.94 238.49 11.29 14.49 7.35
"ENSG00000010295.15" 4.8 2.88 2.66 0 0 0.36 0.28 0.32 0.04 0.17 0.11 0.73
"ENSG00000010310.4" 0.37 1.37 0.44 0 0.1 0.97 4.77 0.6 0.49 0.06 0.24 2.1
"ENSG00000010318.15" 2.57 1.66 1.59 2.24 2.4 1.8 5.05 7.94 6.06 0.94 2.32 1.35
"ENSG00000010319.2" 2.85 0.28 0.17 0 0 0.28 0.09 0.21 0.06 0.03 0.07 0.5
"ENSG00000010322.11" 18.69 12.42 7.66 1.78 1.45 48.76 48.15 25.06 30.58 1.93 4.8 16.31
"ENSG00000010327.6" 48.91 27.63 7.93 0.14 0.21 0 0.07 0.02 0 0 0 3.03
"ENSG00000010361.9" 3.59 2.26 1.62 11.01 8.25 14.26 9.44 5.14 2.76 12.52 15.08 1.95
"ENSG00000010379.11" 0 0.24 0.06 0 0 0.1 0.52 0.13 0.04 0.22 0 0
"ENSG00000010404.13" 47.75 11.6 33.43 14.01 8.55 15.68 42.37 51.25 88.79 14.03 14.42 5.19
"ENSG00000010438.12" 0.69 0.33 3.73 13.46 7.95 0.47 0.24 0.26 0.24 0 0 0.68
"ENSG00000010539.7" 2.37 2.8 2.09 5.17 3.9 4.59 4.27 5.94 6.36 4.03 3.03 1.11
"ENSG00000010610.5" 17.99 8.62 15.18 0 0.03 0.01 0.04 0 0.01 0.02 0.06 0.49
"ENSG00000010626.10" 3.26 1.28 5.24 8.18 8.5 2.33 2.68 3.28 4.14 7.14 9.33 1.95
"ENSG00000010671.11" 4.52 3.45 3.95 0.18 0.04 0 0.01 0 0 0.03 0.04 0.07
"ENSG00000010704.14" 4.06 2.01 1.27 1.17 1.48 5.99 7.39 6.67 5.97 2.77 3.54 1.5
"ENSG00000010803.12" 10.27 4.36 4.6 3.36 3.32 54.74 43.6 17.63 13.99 9.55 9.3 5.85
"ENSG00000010810.13" 36.53 13.53 33.8 12.57 9.58 63.31 8.25 9.4 3.94 22.92 33.41 4.55
"ENSG00000010818.4" 8.5 4.98 9.88 0.83 1.12 18.65 13.74 15.93 19.26 1.21 1.63 5.18
"ENSG00000010932.11" 0.91 0.37 1.3 0 0 0 0.13 0.07 0.12 0 0 0
"ENSG00000011007.8" 8.45 8.35 5.57 4.91 11.28 33.38 21.7 42.73 43.6 4.12 4.88 6.28
"ENSG00000011009.6" 17.36 12.45 9.37 129.67 96.9 56.66 43.64 73.06 42 50.8 47.16 14.48
"ENSG00000011021.17" 3.64 2.23 2.45 0.42 0.14 6.38 7.23 7.86 8.21 0.71 0.55 3.07
"ENSG00000011028.9" 34.7 4.68 17.97 0.17 0.29 0.57 0.27 8.29 4.66 0.07 0.27 3.92
"ENSG00000011052.17" 1.77 2.49 2.84 52.72 50.04 3.12 78.78 2.04 127.22 33.23 20.51 0
"ENSG00000011083.4" 0.01 0.09 0.02 0.03 0.04 0 0 0.01 0.02 0 0 0.06
"ENSG00000011105.7" 8.69 3.42 5.97 1.19 0.85 13.78 9.46 9.52 7.39 2.35 2.59 2.75
"ENSG00000011114.10" 11.06 7.38 6.83 2.57 4.79 31.02 42.92 13.64 32.03 6.91 7.47 6.05
"ENSG00000011132.7" 4.34 5.61 5.32 4.36 2.37 45.22 12.43 17.65 8.77 9.86 12.73 3.58
"ENSG00000011143.12" 2.92 2.08 2.37 9.49 5.91 12.09 10.14 16.79 13.62 9.33 11.68 2.23
"ENSG00000011198.3" 12.17 3.9 11.48 16.15 8.52 44.16 31.61 19.31 22.23 5.95 6.49 7.41
"ENSG00000011201.6" 1 0.69 1.35 0 0.16 0.21 1 3.38 1.13 1.68 1.74 0.13
"ENSG00000011243.13" 14.17 19.7 10.82 4.19 7.16 133.21 69.57 58.36 37.04 17.13 27.7 19.32
"ENSG00000011258.11" 7.4 4.98 5.92 1.33 1.03 12.26 20.49 7.04 11.37 3.17 2.75 4.85
"ENSG00000011260.9" 10.12 9.25 9.82 55.63 43.76 43.02 26.16 30 31.33 33.95 22.46 7.01
"ENSG00000011275.14" 8.99 7.16 9.51 1.75 3.33 23.75 20.94 30.76 23.4 3.79 7.05 4.45
"ENSG00000011295.11" 19.24 5.53 9.18 10.58 7.61 32.59 37.44 21.66 21.72 4.35 4.68 18.6
"ENSG00000011304.12" 37.94 35.94 40.69 87.16 80.78 456.6 266.32 308.16 259.45 79.91 93.83 44.09
"ENSG00000011332.15" 0 0.17 0.19 0.55 0.6 1.07 1.02 2.08 3.54 2.17 2.62 0
"ENSG00000011347.5" 0.6 1.39 2.04 0.94 1.32 58.37 49.1 18.65 15.42 1.43 2.25 0.21
"ENSG00000011376.5" 4.58 2.14 3.8 2.84 2.39 13.22 21.42 8.49 8.46 2.5 3.21 3.04
"ENSG00000011405.9" 27.9 9.28 14.32 3.86 6.05 30.68 42.73 18.09 23.19 2.34 2.23 14.49
"ENSG00000011422.7" 24.6 15.28 53.93 24.24 20.27 5.34 3.06 27.09 27.4 27.8 27.21 0.85
"ENSG00000011426.6" 1.18 6.7 21.57 46.06 48.32 22.81 55.96 180.83 583.12 9.08 8.8 2.63
"ENSG00000011451.13" 4.96 9.3 5.51 1.47 1.96 34.43 25.74 29.02 15.31 3.89 6.85 7.25
"ENSG00000011454.12" 28.57 9.74 24.13 2.47 3.07 33.68 35.86 40.49 49.85 0.05 0.09 6.6
"ENSG00000011465.12" 559.87 18.78 101.33 0.11 0.13 0 0.02 0.15 0.27 0 0.05 4.28
"ENSG00000011478.7" 0.87 1.65 1.35 2.43 2.38 8.28 9.47 20.08 10.58 3.42 7.78 0.4
"ENSG00000011485.10" 11.8 13.47 15.1 21.5 18.09 61.71 91.18 57.76 64.36 27.32 27.08 18.32
"ENSG00000011523.9" 6.55 1.99 2.36 0.89 0.73 6.19 10.95 6.44 6.74 2.87 2.9 3.11
"ENSG00000011566.10" 23.12 7.14 9.73 1.45 1.07 45.96 122.67 11.86 25.91 4.55 3.31 39.15
"ENSG00000011590.9" 0.27 0.32 0.55 0 0.05 0.08 0.57 0.73 1.74 0 0 0.73
"ENSG00000011600.7" 38.96 26.89 52.2 0.38 0.42 0 0 0 0 0.39 0 0.57
"ENSG00000011638.6" 16.94 6.73 6.06 13.06 6.57 34.54 32.45 33.49 27.04 47.77 31.24 11.38
"ENSG00000011677.8" 0.24 0.49 0 0.43 0.36 0.06 0 9.24 9.2 0.21 0.23 0
"ENSG00000012048.15" 1.78 4.76 6.79 4.54 9.03 14.52 18.11 27.96 45.77 2.38 2.1 1.49
"ENSG00000012061.11" 11.06 10.61 13.42 54.21 41.97 58.39 52.9 64.48 59.71 97.14 93.52 8.73
"ENSG00000012124.10" 2.95 0.99 1.45 0.42 0.03 0 0 0.63 0.87 0.09 0.23 0.06
"ENSG00000012171.13" 7.36 0.41 1.97 0.53 0 3.05 4.6 60.62 36.36 0 0 1.71
"ENSG00000012174.7" 4.73 2.77 3.91 9.63 5.29 6.64 6.31 5.37 7.21 1.35 1.09 0.5
"ENSG00000012211.8" 1.85 4.38 2.7 3.58 2.91 26.33 15.99 14.09 10.3 7.3 10.38 4.3
"ENSG00000012223.8" 0.87 3.25 0.3 0.04 0 0.31 0.07 0.88 0.2 0 0 0
"ENSG00000012232.4" 7.01 4.33 3.53 5.39 4.05 14.08 16.65 19.54 21.5 6.58 7.81 3.93
"ENSG00000012504.9" 5.25 0.05 0 0 0 0 0.1 0 0 0 0 1.64
"ENSG00000012660.9" 25.16 8.92 21.23 43.89 23.4 79.95 75.02 104.32 112.78 22.24 22.73 2.65
"ENSG00000012779.6" 32.38 6.81 10.78 2.56 1.37 54.99 59.93 0.45 0.07 26.16 23.58 26.6
"ENSG00000012817.11" 19.3 7.1 10.79 0 0 63.25 43.79 10.28 2.22 0 0 0.61
"ENSG00000012822.11" 33.26 13.47 18.15 8.21 4.82 32.56 43.54 29.68 17.28 10.57 13.67 24.71
"ENSG00000012963.9" 6.23 5.34 5.85 17.92 14.56 14.17 19.26 17.19 20.06 11.17 12.38 1.62
"ENSG00000012983.7" 26.63 7.83 17.16 2.85 2.63 45.25 52.35 45.57 60.03 6.66 5.79 23.38
"ENSG00000013016.10" 3.56 0.9 1.84 3.38 2.41 4.18 6.88 3.53 2.54 0.97 1.28 4.75
"ENSG00000013275.3" 20.15 18.83 26.27 70.91 56.81 264.08 124.36 70.87 48.94 86.62 100.06 13.64
"ENSG00000013288.4" 7.78 3.89 4.44 0.38 0.6 12.78 12.71 16.26 16.04 1.46 3.12 5.51
"ENSG00000013293.5" 0.01 0 0 0 0 0 0.02 0 0.04 0 0 0.02
"ENSG00000013297.6" 5.6 0.52 0.33 0.83 0.15 0.24 0.48 4.73 1.54 0.25 0 0.2
"ENSG00000013306.11" 18.48 27.46 20.22 232.71 167.08 181.52 88.07 159.2 108.58 202.22 206.85 11.18
"ENSG00000013364.14" 56.8 30 34.06 28.67 30.09 70.68 80.46 88.22 62.55 62.78 85.01 29.11
"ENSG00000013374.11" 17.24 11.41 23.98 14.84 15.8 95.72 77.89 75.24 93.3 12 14.17 18.55
"ENSG00000013375.11" 14.81 6.02 6.53 8.96 8.64 19.32 20.09 24.16 34.26 14.32 10.68 3.14
"ENSG00000013392.6" 1.21 0.81 0.64 1.05 0.77 2.86 4.31 1.84 2.42 1.79 0.82 0.3
"ENSG00000013441.11" 47.84 29.37 38.17 24.16 23.08 50.25 78.81 35.89 49.69 8.54 10.69 28.69
"ENSG00000013503.5" 3.26 1.75 1.55 2.46 2.26 15.95 14.43 15.27 32.62 1.94 1.31 2.5
"ENSG00000013523.5" 6.67 5.12 4.2 4.12 3.26 15.92 15.95 13.87 9.17 6.06 4.92 4.44
"ENSG00000013561.13" 12.73 4.54 6.95 27.83 14.83 39.49 36.39 17.84 20.06 5.64 4.18 4.77
"ENSG00000013563.9" 6.02 4.33 4.55 6.36 4.68 7.31 7.85 23.14 15.7 12.77 17.01 1.38
"ENSG00000013573.12" 1.57 9.99 56.77 1.73 0.9 40.08 60.95 45.86 55.28 2.59 3.38 12.12
"ENSG00000013583.4" 9.89 4.9 5.35 35 27.75 26.51 30.2 28.93 24.56 55.88 44.13 7.85
"ENSG00000013588.5" 69.45 2.51 15.64 60.78 33.89 50.62 146.03 107.59 122.25 133.92 196.22 12.91
"ENSG00000013619.9" 0.55 0.33 0.37 0 0 0.32 2.25 1.2 0.92 0.02 0.09 0.14
"ENSG00000013725.10" 3.71 2.63 3.77 0.21 0 0.01 0.07 0.42 0.17 0.2 0 0.63
"ENSG00000013810.14" 2.86 8.8 9.15 15.41 20.21 304.9 220.79 27.93 21.61 11.78 18.63 3.52
"ENSG00000014123.9" 12.61 4.68 5 6.35 9.99 24.48 26.18 15.88 22.96 7.62 7.41 5.29
"ENSG00000014138.4" 3.2 5.21 7.85 21.64 23.01 8.37 14.46 50.83 54.65 6.94 7.02 2.58
"ENSG00000014164.6" 3.29 4.05 5.21 2.35 2.32 12.82 6.52 17.99 7.59 9.36 17.06 2.28
"ENSG00000014216.11" 39.79 50.42 21.56 128.59 108.2 403.36 340.07 520.73 385.76 285.29 390.45 83.08
"ENSG00000014257.11" 1.33 2.73 0.51 0 0 1.62 11.77 3.68 3.05 0.04 0.25 0.66
"ENSG00000014641.13" 41.1 22.31 29.51 210.46 167.27 85.67 109.43 83.92 89.77 157.21 112.04 9.96
"ENSG00000014824.9" 22 9.68 10.79 16.33 10.48 47.85 42.67 34.78 38.19 3.06 2.96 10.99
"ENSG00000014914.15" 4.53 2.01 4.57 9.93 5.05 4.32 8.18 10.54 11.96 3.27 3.39 1.72
"ENSG00000014919.8" 9.34 4.14 7.72 8.59 4.94 13.26 22.48 23.19 27.76 10.24 7.85 3.66
"ENSG00000015133.14" 7.76 14.21 9.28 0.07 0.28 16.79 16.47 9.9 14.83 1.7 2.53 10.64
"ENSG00000015153.10" 12.93 4.16 9.43 35.92 86.61 24.91 18.36 11.84 9.44 40.67 37.6 4.53
"ENSG00000015171.14" 24.63 7.03 10.88 10.48 11.52 66.97 64.27 36.64 51.81 7.29 7.3 15.81
"ENSG00000015285.6" 4.34 5.54 5.71 0.1 0.1 0.1 0.16 0.12 0.04 0.12 0.15 0.39
"ENSG00000015413.5" 0.4 1.24 0 0 0 0 0 0 0 0 0 0.05
"ENSG00000015475.14" 9.15 6.82 5.47 25.75 25.22 180.82 40.16 56.68 24.75 129.69 98.05 12.01
"ENSG00000015479.13" 107.06 47.58 71.55 46.5 51.66 237.42 301.45 189.66 234.23 34.36 30.22 51.95
"ENSG00000015520.10" 0.01 0 0.01 0 0 0.04 0.16 0.19 0.04 0 0 0.36
"ENSG00000015532.5" 5.64 3.49 4.51 1.75 3.99 14.69 10.19 24.29 15.49 8.85 14.74 3.55
"ENSG00000015568.8" 29.87 9.03 14.74 0.24 0 11.8 11.14 7.27 7.37 2.61 3.67 18.94
"ENSG00000015592.12" 0 0 0.07 0 0 0 0 0.04 0 0 0 0
"ENSG00000015676.13" 17.98 7.56 20.04 21.4 14.11 51.43 56.79 73.2 73.65 9.57 10.82 13.73
"ENSG00000016082.10" 0.28 0.03 0 0.32 0.15 0.02 0.03 3.04 3.61 0 0 0
"ENSG00000016391.6" 0.15 0.53 0.15 0.25 0.31 1.83 2.61 0.01 0.02 0.03 0.01 0.34
"ENSG00000016402.8" 3.58 4.11 0.97 0.23 0 27.58 15.69 5.12 2.71 5.21 7.04 3.49
"ENSG00000016490.11" 0 0 0 0 0 0 0.01 0 0 0 0 0
"ENSG00000016602.8" 28.17 5.44 0.08 0 0 28.78 446.73 0.11 0.13 0 0.05 1.22
"ENSG00000016864.12" 16.64 7.06 11.67 31.93 21.46 37.9 35.16 48.81 45.21 16.87 13.11 3.48
"ENSG00000017260.15" 28.48 26.59 34.35 37.59 26.62 71.93 137 178.78 241.13 22.36 16.83 9.29
"ENSG00000017373.11" 0.49 0.82 0.2 0 0 9.13 10.43 1.1 0.75 0.17 0.56 4.16
"ENSG00000017427.11" 26.56 1.2 0.64 0.14 0.47 0 0.1 0 0.01 0 0.02 0.32
"ENSG00000017483.10" 3.53 5.93 6.24 1.51 1.59 1.81 0.08 133.46 86.03 0.62 0.37 0.22
"ENSG00000017621.11" 0.86 0.26 0.37 0.34 0.85 11.54 7.94 0.42 0.43 0.99 0.49 1.55
"ENSG00000017797.7" 18.55 8.43 11.53 47.32 204.02 44.96 49.81 32.93 36.79 65.83 95.47 42.52
"ENSG00000018189.8" 26.48 14.29 15.22 2.19 7.42 14.75 13.73 11.69 22.26 6 4.93 8.63
"ENSG00000018236.10" 14.65 0.55 0.54 0 0 0.19 0 26.04 42.01 0.23 0.18 0
"ENSG00000018280.12" 4.03 4.57 25.85 0.12 0.29 0.03 0.17 0.19 0.08 0.19 0.13 1.1
"ENSG00000018408.10" 38.35 7.36 9.57 14.12 11.04 21.95 16.16 50.36 77.73 13.45 12.01 3.37
"ENSG00000018510.8" 13.81 3.65 8.08 6.33 4.65 18.85 26.37 24.92 54.75 5.85 3.98 14.11
"ENSG00000018607.5" 0.02 0 0 0 0 0 0.02 0 0 0 0 0
"ENSG00000018610.9" 3.85 4.93 4.21 5.18 6.49 14.95 25.84 21.15 50.33 6.96 11.52 4.38
"ENSG00000018625.10" 7.5 0.05 0.03 0 0 0.02 0.01 0.04 0.53 0 0 0
"ENSG00000018699.7" 6.18 2.46 2.98 18.9 12.27 23.33 15.17 18.48 21.5 11.28 8.27 2.8
"ENSG00000018869.12" 1.44 0.72 0.32 0 0 3.06 5.46 0 0 0.85 1.29 0
"ENSG00000019102.7" 24.92 1.41 0.71 0 0.08 40.69 49.89 0 0.03 3.52 5 43.38
"ENSG00000019144.12" 15.91 3.75 19.74 0.85 1.19 32.35 30.13 35.48 17.95 13.77 17.76 11.44
"ENSG00000019169.9" 3.13 0.19 0.77 2.14 1.19 0 0 0.47 0.41 0.08 0.15 0
"ENSG00000019186.5" 47.24 1.02 65.58 1.07 0.99 2.37 1.82 83.97 59.3 3.54 2.2 92.62
"ENSG00000019485.8" 4.3 1.42 2.39 0.05 0.08 3.47 3.88 10.27 6.4 0.19 0.08 1.8
"ENSG00000019505.3" 0 0 0.01 0 0 0 0 0.02 0.04 0 0 0
"ENSG00000019549.4" 9.77 8.22 11.81 10.96 6.99 44.47 8.04 79.45 85.06 10.03 8.81 2.27
"ENSG00000019582.10" 524.68 673.58 562.33 4.39 4.3 369.08 122.69 267.09 108.83 59.57 125.25 26.09
"ENSG00000019991.11" 8.94 0.69 1.39 0 0 0 0 0 0 0 0 0
"ENSG00000019995.6" 9.87 5.4 5.45 3.94 4.17 15.91 17.17 19.54 20.67 4.18 4.31 1.83
"ENSG00000020129.11" 5.33 3.35 2.38 5.11 2.28 16.01 12.25 23.09 12.88 3.27 5.1 3.82
"ENSG00000020181.13" 12.16 2.04 6.59 0.02 0 0.07 0.12 0.66 0.07 0.34 0.6 1.2
"ENSG00000020219.8" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000020256.15" 3.39 3.76 3.01 2.65 2.68 19.73 19.03 46.47 35.13 3.99 3.49 3.72
"ENSG00000020426.6" 16.15 5.25 13.29 25.71 44.19 106.63 68.95 100.02 113.18 52.15 45.46 8.88
"ENSG00000020577.9" 11.94 1.25 9.15 0.39 1.78 33.07 12.86 13.44 21.93 14.35 20.67 0.99
"ENSG00000020633.14" 1.75 3.16 4.66 0.07 0.06 2.39 0.7 12.39 7.3 0.19 0.49 0.85
"ENSG00000020922.8" 8.27 4.41 16.74 8.55 8.85 14.26 23.41 50.29 67.33 5.08 6.11 2.98
"ENSG00000021300.9" 1.38 0.2 0.31 0.2 0.09 0.47 7.14 0.63 0.67 0.61 1.11 0.84
"ENSG00000021355.8" 31.93 29.61 57.47 19.92 14.75 21.72 23.3 72.94 84.42 0.24 0 11.71
"ENSG00000021461.12" 0 0.02 0 0 0 1.04 7.03 0 0.06 0 0 0
"ENSG00000021488.8" 0.04 0.03 0.18 0 0 0.49 0.47 0.18 0.04 0 0 0
"ENSG00000021574.7" 4.99 2.79 3.37 4.03 3.26 9.01 13.76 7.14 7.84 2.77 1.91 1.81
"ENSG00000021645.13" 5.37 0.25 0.63 0.37 0.82 40.43 102.9 0.02 0.06 0 0 4.66
"ENSG00000021762.15" 6.46 2.75 6.4 0.09 0.15 7.16 5.02 4.9 2.22 1.64 2.59 5.48
"ENSG00000021776.6" 12.94 5.14 7.74 8.64 8.14 56.15 40.05 37.28 27.67 14.45 18.72 3.93
"ENSG00000021826.10" 1.35 0.18 1.72 0.25 0.24 0.13 0.09 2.26 3.29 1.06 1.06 0
"ENSG00000021852.8" 0 0.01 0 0 0 0 0 0 0 0 0 0
"ENSG00000022267.12" 178.21 0.67 5.28 157.67 92.47 0.16 0.16 8.72 2.04 2.93 2.81 1.02
"ENSG00000022277.8" 23.91 16.54 17.05 97.13 74.04 85.24 58.44 108.45 96.31 138.65 128.38 17.09
"ENSG00000022355.10" 0 0 0 0 0 0 0 0 0.29 0 0 0.04
"ENSG00000022556.11" 2.43 0.74 0.98 1.02 0.85 0.3 0.14 25.94 39.09 21.52 23.88 5.57
"ENSG00000022567.5" 6.58 8.42 2.6 0.04 0.12 14.37 8.26 11.46 7.62 0.89 1.04 4.7
"ENSG00000022840.11" 33.06 42.26 23.21 34.97 41.08 313.05 249.09 159.33 179.66 118.59 170.03 30.02
"ENSG00000022976.11" 2.72 2.2 2.73 2.02 1.61 15.05 12.76 12.99 8.18 2.54 3.99 3.83
"ENSG00000023041.7" 9.96 4.8 9.67 26.89 18.16 31.77 33.55 39.6 31.76 8.04 8.57 5.35
"ENSG00000023171.10" 1.07 0.73 1.65 1.05 0.65 0.04 0 0.18 0.18 0.01 0.04 0.35
"ENSG00000023191.12" 42.15 16.91 25.41 119.52 90.68 66.44 29.81 135.95 63.8 43.33 45 20.06
"ENSG00000023228.9" 23.72 9.73 12.32 35.61 23.73 69.39 52.12 67.68 69.77 21.05 18.34 11.55
"ENSG00000023287.8" 22.68 10.77 17.35 12.87 40.79 27.9 31.37 60.18 62.63 6.15 9.45 5.82
"ENSG00000023318.7" 7.28 4.5 9.65 17.27 16.73 15.07 16.19 33.98 30.29 22.76 25.45 2.99
"ENSG00000023330.10" 21.22 7.27 7.68 29.3 22.92 156.78 89.79 46.32 19.69 27.11 21.31 18.66
"ENSG00000023445.9" 27.65 5.57 67.51 8.8 15.9 12.47 3.64 23.04 14.32 10.66 10.39 1.31
"ENSG00000023516.7" 16.83 6.64 6.9 1.53 1.84 6.13 9.67 9.82 16.61 1.82 1.46 3.17
"ENSG00000023572.4" 5.91 2.54 2.64 85.06 75.74 28.47 9.46 21.95 17.01 15.41 11.28 0.65
"ENSG00000023608.4" 2.89 2.36 2.75 5.36 7.98 18.85 11.3 31.05 27.28 29.6 26.29 1.32
"ENSG00000023697.8" 8.93 7.34 7.87 45.64 26.17 23.84 18.04 44.45 64.14 36.28 27.52 4.33
"ENSG00000023734.6" 23.65 18.08 12.88 139.48 139.22 150.57 137.44 132.69 141.52 114.67 105.63 10.87
"ENSG00000023839.6" 0.57 0.25 0.08 0.13 0.02 0.2 0.37 1.09 1.68 0 0 0.06
"ENSG00000023892.9" 6.99 7.23 6.83 1.17 0.96 30.49 16.6 11.52 9.13 10.51 16.56 6.19
"ENSG00000023902.9" 20.51 10.06 19.86 1.72 2.52 9.48 12.59 3.37 1.57 11.16 20.25 3.62
"ENSG00000023909.5" 3.58 1.06 3.4 21.61 26.01 43.2 18.77 47.24 71.37 15.6 11.23 1.11
"ENSG00000024048.6" 12.92 8.79 10.61 2.01 2.15 11.86 20.43 17.77 32.18 4.24 4.99 5.73
"ENSG00000024422.7" 16.8 3.78 17.71 4.38 3.89 5.35 2.13 142.3 103.29 23.57 49.26 2.56
"ENSG00000024526.12" 0.15 2.09 2.59 15.15 12.95 11.27 14.32 29.49 60.3 2.61 1.66 0.75
"ENSG00000024862.12" 7.47 3.49 3.34 9.09 6.09 7.55 7.07 15.52 13.47 14.18 10.49 2.03
"ENSG00000025039.10" 4.4 2.24 2.72 0.01 0.02 7.57 4.97 0.36 0.09 2.14 2.76 0.07
"ENSG00000025156.8" 4.8 1.92 1.76 5.06 4.9 8.9 7.15 12.67 11.96 3.98 2.86 1.84
"ENSG00000025293.11" 12.75 7.15 9.03 11.43 29.95 8.48 15.16 12.77 31.87 21.27 22.2 3.46
"ENSG00000025423.7" 7.36 0.15 0.87 2.16 3.37 0.45 0.39 1.97 0.58 3.37 1.3 0.11
"ENSG00000025434.14" 7.93 8.73 9.91 18.19 16.31 73.48 43.43 7.22 4.4 8.22 10.82 4.46
"ENSG00000025708.8" 26.08 153.04 127.19 4.37 4.42 2.42 0.82 73.24 36.72 1.34 1.17 6.92
"ENSG00000025770.14" 6.92 6.41 8.15 26.71 20.56 23.72 15.56 58.78 43.63 13.96 14.52 3.32
"ENSG00000025772.7" 7.04 3.99 5.1 23.2 17.92 37.08 29.04 50.24 35.72 41.18 43.63 8.54
"ENSG00000025796.9" 20.7 13.31 11.72 10.54 24.97 76.4 131.63 59.7 272 18.71 27.5 12.26
"ENSG00000025800.9" 13.04 7.07 7.25 12.51 25.4 27.64 25.13 36.46 48.19 7.9 9.3 2.9
"ENSG00000026025.9" 379.36 58.83 333.09 0.37 0.43 0.23 0.41 1.59 4.3 1.11 1.21 18.09
"ENSG00000026036.16" 0.81 1.72 0.73 0.12 0.08 2.88 1.79 1.86 2.37 0.15 0.38 0.93
"ENSG00000026103.15" 14.78 3.75 16.21 1.48 1.5 20.85 8.55 5.65 4.26 7.03 6.08 2.23
"ENSG00000026297.11" 26.15 21.5 22.97 23.14 22 12.7 8.73 16.03 8.16 43.09 42.94 23.83
"ENSG00000026508.12" 152.89 90.69 180.83 101.17 89.2 262.23 550.93 590.13 1487.61 65.12 71.01 28.21
"ENSG00000026559.9" 1.36 0.71 0.84 5.44 4.06 36.82 8.32 8.38 3.01 10.29 13.66 0.16
"ENSG00000026652.9" 3.08 0.64 1.79 0.15 0.18 1.49 1.71 7.84 9.65 2.42 1.94 0.92
"ENSG00000026751.12" 7.25 18.21 16.13 0.03 0.07 1.82 0.64 0.16 0.12 0.44 0.54 0.39
"ENSG00000026950.12" 11.94 22.48 28.26 1.13 0.44 9.18 10.35 18.12 15.81 2.15 3.17 2.52
"ENSG00000027001.7" 4.67 2.64 4.27 50.27 64.18 6.47 9.45 13 10.5 29.86 31.95 2.26
"ENSG00000027075.9" 18.11 10.68 15.61 4.44 3.86 26.61 19.44 34.78 55.81 8.04 7.63 8.21
"ENSG00000027644.4" 0.03 0.02 0.02 0 0 0 0.01 0.01 0.01 0 0 0.04
"ENSG00000027697.8" 42.89 29.43 25.13 27.46 22.25 83.79 47.72 68.56 80.87 17.71 14.12 4.14
"ENSG00000027847.9" 6.1 3.79 4.49 18.05 14.58 19.43 12.88 21.73 11.27 18.84 14.83 3.18
"ENSG00000027869.7" 2.27 2.57 4.86 0.05 0.31 0.41 0.14 1.21 1.34 0 0.18 1.51
